0,1,2,3,4,5,6,7,8,9,10
0.4191945144032948,0.6852195003967595,0.20445224973151743,0.8781174363909454,0.027387593197926163,0.6704675101784022,0.41730480236712697,0.5586898284457517,0.14038693859523377,0.1981014890848788,0
0.08504421136977791,0.03905478323288236,0.1698304195645689,0.8781425034294131,0.0983468338330501,0.42110762500505217,0.9578895301505019,0.5331652849730171,0.6918771139504734,0.31551563100606295,0
0.2804439920644052,0.7892793284514885,0.10322600657764203,0.44789352617590517,0.9085955030930956,0.2936141483736795,0.28777533858634874,0.13002857211827767,0.019366957870297075,0.678835532939891,1
0.5893055369032842,0.6997583600209312,0.10233442882782584,0.4140559878195683,0.6944001577277451,0.41417926952690265,0.04995345894608716,0.5358964059155116,0.6637946452197888,0.5148891120583086,1
0.3976768369855336,0.16535419711693278,0.9275085803960339,0.34776585974550656,0.7508121031361555,0.7259979853504515,0.8833060912058098,0.6236722070556089,0.7509424340273372,0.34889834197784253,1
0.11474597295337519,0.9494892587070712,0.4499121334799405,0.5783896143871318,0.40813680276128117,0.2370269802430277,0.9033795205622538,0.5736794866722859,0.00287032703115897,0.6171449136207239,1
0.015821242846556283,0.9294372337437613,0.690896917516924,0.9973228504514805,0.17234050834532855,0.13713574962887776,0.9325954630371636,0.6968181614899002,0.06600017272206249,0.7554630526024664,1
0.028306488020794607,0.2462110676030459,0.860027948682888,0.5388310643416528,0.5528219786857659,0.8420308923596057,0.12417331511991114,0.2791836790111395,0.5857592714582879,0.9695957483196745,0
0.8635418545594287,0.7471216427371846,0.5562402339904189,0.13645522566068502,0.05991768951221166,0.12134345574073735,0.044551878544761725,0.1074941291060929,0.2257093386078547,0.7129889803826767,0
0.2523257445703234,0.7438258540750929,0.1954294811093188,0.5813589272732578,0.9700199890883123,0.8468288014900353,0.23984775914758616,0.49376971426872995,0.6199557183813798,0.8289808995501787,0
0.31736240932216075,0.9886161544124489,0.5797452192457969,0.3801411726235504,0.5509482191178968,0.7453344309065021,0.6692328934531846,0.2649195576628094,0.06633483442844157,0.3700841979141063,0
0.19343428262332774,0.6394608808799401,0.5246703091237337,0.9248079703993507,0.263296770487111,0.06596109068402378,0.7350659632886695,0.7721780295432468,0.907815852503524,0.9319720691968373,0
0.9156063497662745,0.6415662089463375,0.39000771414124624,0.48599066709690975,0.6043104829199732,0.5495479215085626,0.9261814267064536,0.9187334356336061,0.3948756129235549,0.9632625284407118,0
0.8271154711707325,0.015018980742122379,0.17619625557505525,0.332063574366837,0.1309968448109169,0.8094906921265821,0.34473665268329345,0.9401074823333672,0.58201417994708,0.8788319844118441,1
0.4902535226199277,0.5991103076458784,0.015533275550835723,0.5934814081966372,0.4336763489894583,0.8073605288848414,0.31524480309537295,0.8928887085251513,0.5778572152845355,0.18401020162746506,1
0.00040202489135743313,0.9767591490310596,0.37658031474577447,0.9737835383583225,0.604716100974053,0.828845807980693,0.5747115047081023,0.6280761983073504,0.28557628169569393,0.586833340656083,1
0.6707887907875872,0.45087393641334916,0.3821027520315172,0.4108113499221856,0.4014795834695406,0.3173839459582769,0.6219193679203014,0.43024727082126435,0.9738020779272523,0.6778008914343111,0
0.6627198123752622,0.2702082620297578,0.25236670150458973,0.8548979426974024,0.5277146463087466,0.8021610840045981,0.5724885171916063,0.7331425252875111,0.5190116274640558,0.770883910501888,1
0.982817113730445,0.18161285133076377,0.8118586977205398,0.8749616449558981,0.6884132523859433,0.5694944127453757,0.16097143681560877,0.4668800227633063,0.345172051155215,0.2250399578140846,0
0.19296273201911285,0.49958417067888605,0.7285856679745962,0.20819443840879148,0.24803355837723073,0.851671874936367,0.41584871826752734,0.6166850671552362,0.23366613923925006,0.10196725942579743,0
0.1445455401246598,0.7515278171352439,0.2220491397999227,0.519351824366033,0.7852960282216189,0.02233042799180618,0.3243624597261865,0.872922376400111,0.8447096076020696,0.5384405925945437,1
0.703516988152653,0.6102408126466297,0.799615261736028,0.03457121987163425,0.7702387345549799,0.731728600739527,0.2596983932983531,0.2570692988221467,0.6323033174301278,0.34529746159108154,0
0.9013084363492738,0.5415593788873733,0.9747403708550822,0.6366044000018972,0.9939130246104789,0.5460708041429516,0.5264259339055213,0.1354279030721699,0.3557051709838811,0.026218567296373285,1
0.6909421420661686,0.18863680095531088,0.44190428074842336,0.5815774073442912,0.9897517076637052,0.20390622523312185,0.24773290176235485,0.26217308377291193,0.7501724132979928,0.4569753274356928,1
0.593432449464621,0.8438404289311888,0.3810161240622142,0.7498583107261434,0.5111414782971282,0.5409518049621886,0.9594343210617524,0.8039608914986468,0.03232306662357398,0.7093872512312951,1
0.10901876401906829,0.6337867606119179,0.8029632373737379,0.6968004961201785,0.7662113810757705,0.3424541198435198,0.8458514830276777,0.42876877499944255,0.8240098704123188,0.6264961586242938,0
0.027783348848669953,0.7548614813904674,0.3948504804606394,0.7469384956075251,0.45240482674645155,0.4500867470007611,0.47807250671783097,0.47400392656219403,0.8031633421141696,0.40239251985773583,1
0.538627282576347,0.0030179566195963625,0.9511937854902045,0.905402033702778,0.7959669419422694,0.9152743199147875,0.14555823115839706,0.15773006987053328,0.187631672902434,0.6224959022999211,0
0.24985068022503676,0.17343017078712286,0.119457050333729,0.8126105880328287,0.14679237341724316,0.2642974827269007,0.8190891786335308,0.31058725179421,0.9824174492929428,0.2666387021516352,0
0.9388864773697133,0.030949006271150714,0.7168786636316892,0.8910189542923389,0.027287223517468817,0.5220512472525107,0.3259898117700253,0.8594893208655858,0.5585165509225178,0.6902278681627478,1
0.5172675985011298,0.9164058530538978,0.426474788501396,0.2473960366023854,0.37129376127905445,0.9318611166365406,0.9368683813090937,0.8443299485657132,0.9202065143056605,0.22790028995131695,0
0.8163515118272141,0.18513039826903066,0.7018765297563104,0.24035562484913886,0.5742190888408597,0.34898759722078887,0.05696439948283272,0.22881367096037586,0.6641025553547935,0.4972500933605313,0
0.9759890683309049,0.9015625846693213,0.5956079336026455,0.032426325314457105,0.09357709581748075,0.06537171504222639,0.4517331486914753,0.37543483316785775,0.9753500342702865,0.1679832931996149,1
0.013136356923072245,0.3530060855418248,0.49207180149355845,0.7300912110901043,0.4686283427461092,0.4574049160894317,0.13766274094560316,0.01088873380347899,0.7582782604769962,0.3199528380776784,0
0.12482254311167629,0.3125013784920495,0.5045191697009946,0.6738490080168676,0.7701499563120922,0.13033578095435427,0.022915131322381765,0.5190823222119895,0.8099887106624163,0.012603767029876312,0
0.4844284455143756,0.8593178060976,0.8303995700373394,0.6491541971124779,0.6736984238986317,0.5784995797892005,0.27411977516685215,0.5605299905360588,0.6717297848174203,0.35242963021640883,1
0.8076984091122095,0.3535348626679904,0.21369323762958115,0.7672845084217665,0.3086419476306511,0.7332450677264275,0.7444731530777321,0.22139670090820107,0.21411213682064845,0.1989479234270667,1
0.0805295271283859,0.23170231048579204,0.20762566180381437,0.9173335630816306,0.7113145181364867,0.5538846110514143,0.30451798792062024,0.8348540476317985,0.43530595762951996,0.9234562151187752,1
0.43118175516037094,0.40420190577514725,0.14675148076429412,0.7293189193611234,0.18874506687718595,0.6438956443116628,0.7543059505762987,0.21073239208332073,0.60095424810764,0.7489283752458364,1
0.7821818168314053,0.056141039661915304,0.8352716024899659,0.1922500168221477,0.3950968688899732,0.30008104592535645,0.08010364380604929,0.9046310029362429,0.37015417755373825,0.5306974384761395,0
0.3570616088827919,0.10806532869723684,0.7875518396525072,0.1065838767888011,0.9857088237131878,0.17716116443841734,0.5724051124346493,0.044845334589088126,0.7871162896558341,0.18960594781829654,0
0.7229151935562137,0.17654903427708302,0.8619665576670734,0.019775099516344263,0.8602369974231152,0.5589038111609383,0.4032204721058492,0.7587469310223366,0.7169290016924699,0.9873261748084265,0
0.706956245248761,0.7805295568767427,0.3748759435368594,0.7703225253299576,0.7506243191751754,0.6132112115442597,0.4018659239678374,0.6973080192643409,0.0031128578251921057,0.7748966467245978,1
0.5431664302380945,0.2867116496064306,0.13835468979294652,0.29014446310454167,0.6138710897412526,0.3241385298974466,0.45736018169099846,0.44411710701661444,0.8281353607315121,0.4263481542362306,0
0.8773604746948126,0.4476890001456285,0.7844574187919231,0.4569657005615504,0.6562293317171314,0.13184097502750214,0.43298150696764814,0.9093119886549367,0.6054790010309347,0.7667745872371021,1
0.5178600481723219,0.1944658095278845,0.8479393924434762,0.25163914235585283,0.700726036482538,0.5402609403968999,0.9488362882802196,0.6243367024026759,0.8379779620477293,0.007932876194523097,0
0.8612116383667944,0.4398308142085725,0.2557451938059312,0.8026895196332986,0.47786200443222115,0.13433860865569613,0.9278489928250108,0.8959699670066484,0.49154515001693533,0.8567024965177922,1
0.2942156882442547,0.10345955611640134,0.1443154002290481,0.014092294192442956,0.7159456994623945,0.5644983202408741,0.7945783511847522,0.5070799232841364,0.7918210395041538,0.6957642142718394,0
0.4086372250132624,0.2414187479655988,0.4069219941293579,0.9752223424373121,0.32031932582203126,0.9824909449748953,0.6363061258559836,0.375091018393911,0.8574844990835966,0.6195867393685738,0
0.26865012390622656,0.8082780137053801,0.2952887943998478,0.5441213835853572,0.4879214918052024,0.8553564125953698,0.8883864343953859,0.18438444236776674,0.585348458938251,0.8982050460171371,1
0.013767512557716799,0.4167239623706961,0.938481891856734,0.34302810983040655,0.7797442954825999,0.17473631282740743,0.34195283630245243,0.14459772083809674,0.716770814146376,0.6993076236968142,0
0.3553079116201222,0.05765480724125638,0.6316466268659396,0.7073166026816995,0.6135886945028356,0.6483127561631246,0.16994071421725776,0.14944679893886248,0.5141750435258828,0.8753327263545391,1
0.2618804041035202,0.844526943229479,0.8003322457764017,0.4266391582681436,0.6070154607890389,0.14546561026621996,0.5096132942175586,0.29694708578690454,0.8596509535692011,0.6715983809063899,1
0.15172487103197363,0.639126848719905,0.5656621125439275,0.468665837661252,0.42803746946827015,0.5992697556580301,0.8499698885159654,0.7511210403719374,0.579360540297233,0.9247041815360281,0
0.6236704109977018,0.047992564048867314,0.28462388100694214,0.06103668111967109,0.7035193311050811,0.668456167589482,0.3785805932506022,0.1881942600298212,0.7470048290299451,0.34037929076546725,0
0.2292050272920657,0.4338833762117006,0.3824674572709176,0.46978904008636024,0.9794833541798064,0.36437807036823044,0.7744101333360395,0.5527675965498925,0.8891310891074828,0.354952851149572,0
0.9950523223391111,0.05836264614763165,0.5167063597676121,0.03109707545554785,0.5711757391862334,0.18046850899511557,0.6309592003395305,0.9809236757505815,0.8749025512123809,0.45183624942087064,1
0.14222125307278666,0.7268937533445626,0.4770129944022632,0.44887883670676554,0.8859979711653513,0.5276187723115614,0.4090908319168599,0.26889202221264585,0.07201203516976995,0.4181361337253158,1
0.49993237109919997,0.777098229275783,0.14360699787420927,0.08320263643587555,0.3992186053524538,0.7969622519799001,0.1916757389098901,0.767777192147274,0.2902979970618682,0.21689148761179533,1
0.016575882900934147,0.11379635644740682,0.6517892760100904,0.4026568521749192,0.32102631416731586,0.5579119942437725,0.9934604630998499,0.8344865140180296,0.6996231823995839,0.9182585891320579,1
0.5396491100933506,0.8952603657312208,0.4466350458236905,0.8770343892703519,0.25358174937162836,0.27380970415810857,0.32836139008759013,0.5475642704809535,0.22012867402698122,0.6714291710812733,0
0.52580196995147,0.07602387944210687,0.8741259355980283,0.9511356184186921,0.8125073041746718,0.2838018349468743,0.5278467961179595,0.3394167240176095,0.5546673107876667,0.9744034689130026,1
0.7517077209192669,0.7626320954451107,0.46947902855992574,0.21076450246870537,0.041475079576498874,0.3218287999702445,0.03711266449399442,0.6938554113738997,0.6703500319361684,0.430471782744975,1
0.05231294643747675,0.6051167805003662,0.5120610275239188,0.6174610120171561,0.43235559476434404,0.8477004682374377,0.4540590560591513,0.015403519791920894,0.8730681484470995,0.6562015477440989,1
0.863829145501452,0.0816239827150681,0.4731119528858785,0.12554310980872363,0.7728856021671178,0.8414221567958434,0.04329093818615859,0.48644074317039476,0.23941104413775594,0.9524737816932592,0
0.23581463714751372,0.9408279632013994,0.6842180509832275,0.06491158533912933,0.8704248568230661,0.7013802946333463,0.6049268729742817,0.7323748991793305,0.2534390424997808,0.6004889552745444,1
